,current,name,gender,function,category,country_code,country,disciplines,age
736,True,JOVIC Dragan,Male,Coach,C,SRB,Serbia,Taekwondo,55
737,True,SAVICEVIC Veljko,Male,Coach,C,SRB,Serbia,Taekwondo,45
738,True,BUCHNIK Victor,Male,Goalkeeper Coach,C,ISR,Israel,Football,Age unavaible
739,True,BILIC Darko,Male,Assistant Coach,C,SRB,Serbia,Water Polo,46
740,True,CIRIC Stefan,Male,Assistant Coach,C,SRB,Serbia,Water Polo,38
741,True,STEVANOVIC Uros,Male,Head Coach,C,SRB,Serbia,Water Polo,41
742,True,TAAFFE Robert,Male,Coach,C,IRL,Ireland,Taekwondo,42
743,True,NSILU DILANDU Leroy,Male,Coach,C,IRL,Ireland,Taekwondo,22
744,True,EFTIMOV Aleksandar,Male,Coach,C,MKD,North Macedonia,Taekwondo,38
745,True,ADEL MOSTAFA,Male,Assistant Coach,C,EGY,Egypt,Football,42
746,True,FUJIKI Mayuko,Female,Coach,C,ESP,Spain,Artistic Swimming,49
747,True,JIMENEZ NIETO Cecilia,Female,Coach,C,ESP,Spain,Artistic Swimming,28
748,True,REQUENA PERICAS Judit,Female,Coach,C,ESP,Spain,Artistic Swimming,31
749,True,VEGA HERRERO Anna,Female,Coach,C,ESP,Spain,Artistic Swimming,45
750,True,ANDREO GABAN Angel Luis,Male,Assistant Coach,C,ESP,Spain,Water Polo,51
751,True,APARICIO SUNEN Antonio Francisco,Male,Assistant Coach,C,ESP,Spain,Water Polo,64
752,True,IVANOV PIRALKOV Svilen,Male,Assistant Coach,C,ESP,Spain,Water Polo,49
753,True,MARTIN LOZANO David,Male,Head Coach,C,ESP,Spain,Water Polo,47
754,True,OCA GAIA Miguel Angel,Male,Head Coach,C,ESP,Spain,Water Polo,54
755,True,VALLS NART Jordi,Male,Assistant Coach,C,ESP,Spain,Water Polo,46
756,True,KERTESZNE BORKAI Anita,Female,Coach,C,HUN,Hungary,Artistic Gymnastics,54
757,True,CAMPODONICO Marco,Male,Coach,C,ITA,Italy,Artistic Gymnastics,61
758,True,CASELLA Enrico,Male,Coach,C,ITA,Italy,Artistic Gymnastics,67
759,True,ZHOU Tianke,Female,Coach,C,LAO,Lao PDR,Rhythmic Gymnastics,46
760,True,ALLER CARBALLO Manuel Angel,Male,Coach,C,ESP,Spain,Basketball,61
761,True,CAMPS SAN JOSE Salvador,Male,Coach,C,ESP,Spain,Basketball,45
762,True,FERNANDEZ TARGARONA Isaac,Male,Coach,C,ESP,Spain,Basketball,44
763,True,GARCIA GUADARRAMA Victor Jesus,Male,Coach,C,ESP,Spain,Basketball,44
764,True,GUIL Luis,Male,Assistant Coach,C,ESP,Spain,Basketball,53
765,True,MENDEZ Miguel,Male,Coach,C,ESP,Spain,Basketball,57
766,True,REY Luis,Male,Assistant Coach,C,ESP,Spain,Basketball,59
767,True,PRADO BRANAS Joaquin,Male,Coach,C,ESP,Spain,Basketball,48
768,True,SANCHEZ CANETE CALVO Angel Luis,Male,Assistant Coach,C,ESP,Spain,Basketball,54
769,True,SCARIOLO Sergio,Male,Coach,C,ESP,Spain,Basketball,63
770,True,URIETA GUTIERREZ Madelen,Female,Assistant Coach,C,ESP,Spain,Basketball,42
771,True,CAREY Brian,Male,Coach,C,USA,United States,Artistic Gymnastics,50
772,True,LANDI Cecile,Female,Coach,C,USA,United States,Artistic Gymnastics,44
773,True,BRECKENRIDGE Grant,Male,Coach,C,USA,United States,Artistic Gymnastics,27
774,True,SUN Sonia,Female,Coach,C,USA,United States,Artistic Gymnastics,47
775,True,GRABA Jess,Male,Coach,C,USA,United States,Artistic Gymnastics,55
776,True,GAARENSTROOM Jordan,Male,Coach,C,USA,United States,Artistic Gymnastics,32
777,True,LANDI Laurent,Male,Coach,C,USA,United States,Artistic Gymnastics,46
778,True,KLIMOUK Natalia,Female,Coach,C,USA,United States,Rhythmic Gymnastics,56
779,True,CAESAR Syque,Male,Coach,C,USA,United States,Artistic Gymnastics,33
780,True,MIKULAK Sam,Male,Coach,C,USA,United States,Artistic Gymnastics,31
781,True,LIUKIN Valeri,Male,Coach,C,USA,United States,Artistic Gymnastics,57
782,True,BARRIEAU Jocelyn,Female,Assistant Coach,C,CAN,Canada,Rugby Sevens,42
783,True,HANRATTY Jack,Male,Head Coach,C,CAN,Canada,Rugby Sevens,35
784,True,MONAGHAN Iain,Male,Assistant Coach,C,CAN,Canada,Rugby Sevens,43
785,True,JOYCE Jenn,Female,Assistant Coach,C,CAN,Canada,Rugby Sevens,Age unavaible
786,True,KONE Thierry,Male,Coach,C,CIV,Côte d'Ivoire,Taekwondo,43
787,True,VOLAVOLA Timoci,Male,Assistant Coach,C,FIJ,Fiji,Rugby Sevens,45
788,True,TUIFUA Tevita,Male,Head Coach,C,TGA,Tonga,Rugby Sevens,48
789,True,OTUMULI Mavae,Male,Head Coach,C,TGA,Tonga,Rugby Sevens,40
790,True,VAIANGINA Ekitino,Male,Head Coach,C,TGA,Tonga,Rugby Sevens,54
791,True,LIUTAI Malika,Male,Head Coach,C,TGA,Tonga,Rugby Sevens,60
792,True,FULI Saiasi,Male,Head Coach,C,FIJ,Fiji,Rugby Sevens,46
793,True,TOPPING James,Male,Head Coach,C,IRL,Ireland,Rugby Sevens,49
794,True,TEMPLE-JONES Allan,Male,Head Coach,C,IRL,Ireland,Rugby Sevens,43
795,True,WONG Ka Wing,Male,Coach,C,HKG,"Hong Kong, China",Taekwondo,49
796,True,MICALE Rogerio,Male,Head Coach,C,EGY,Egypt,Football,55
797,True,LERGA Javier,Male,Assistant Coach,C,ESP,Spain,Football,44
798,True,SANCHEZ Carlos,Male,Goalkeeper Coach,C,ESP,Spain,Football,46
799,True,TOME Montse,Female,Head Coach,C,ESP,Spain,Football,42
800,True,BAYER Steven,Male,Coach,C,BEL,Belgium,Hockey,46
801,True,WHITE Tim,Male,Assistant Coach,C,BEL,Belgium,Hockey,58
802,True,LOPEZ ROMERO Victor Hugo,Male,Assistant Coach,C,JPN,Japan,Handball,41
803,True,ORTEGA PEREZ Antonio Carlos,Male,Head Coach,C,JPN,Japan,Handball,53
804,True,ROCHA de REZENDE Bernardo,Male,Head Coach,C,BRA,Brazil,Volleyball,64
805,True,RIBAS Giuliano,Male,Assistant Coach,C,BRA,Brazil,Volleyball,Age unavaible
806,True,LAGES GUIMARAES Jose Roberto,Male,Head Coach,C,BRA,Brazil,Volleyball,69
807,True,DO REGO BARROS JUNIOR Paulo,Male,Assistant Coach,C,BRA,Brazil,Volleyball,Age unavaible
808,True,LEONALDO Roberley Luiz,Male,Assistant Coach,C,BRA,Brazil,Volleyball,Age unavaible
809,True,TABACH Ricardo,Male,Assistant Coach,C,BRA,Brazil,Volleyball,Age unavaible
810,True,COPPINI FERNANDES Wagner Luiz,Male,Assistant Coach,C,BRA,Brazil,Volleyball,Age unavaible
811,True,KEET Marcelle,Female,Assistant Coach,C,RSA,South Africa,Hockey,39
812,True,BONNET Giles,Male,Head Coach,C,RSA,South Africa,Hockey,59
813,True,GIL Carlos,Male,Coach,C,PAN,Panama,Artistic Gymnastics,39
814,True,LAWRENCE Natalie,Female,Assistant Coach,C,NZL,New Zealand,Football,40
815,True,HERST Jen,Female,Goalkeeper Coach,C,CAN,Canada,Football,38
816,True,MANDER Jasmine,Female,Assistant Coach,C,CAN,Canada,Football,29
817,True,PRIESTMAN Bev,Female,Head Coach,C,CAN,Canada,Football,38
818,True,SPENCE Andy,Male,Assistant Coach,C,CAN,Canada,Football,41
819,True,PARK Jae,Male,Coach,C,CAN,Canada,Taekwondo,55
820,True,THORNTON Daniel,Male,Coach,C,CAN,Canada,Taekwondo,50
821,True,LIMA Brian,Male,Head Coach,C,SAM,Samoa,Rugby Sevens,52
822,True,PARADELO David,Male,Head Coach,C,CAN,Canada,Water Polo,38
823,True,POSTERIVO Stefano,Male,Assistant Coach,C,CAN,Canada,Water Polo,56
824,True,CAMPBELL Cora,Female,Assistant Coach,C,CAN,Canada,Water Polo,50
825,True,IGLESIAS Rodrigo,Male,Assistant Coach,C,BRA,Brazil,Football,Age unavaible
826,True,ALCANTARA Edson,Male,Goalkeeper Coach,C,BRA,Brazil,Football,Age unavaible
827,True,ELIAS Arthur,Male,Head Coach,C,BRA,Brazil,Football,42
828,True,LALOMILO Faamaoni,Male,Assistant Coach,C,SAM,Samoa,Rugby Sevens,53
829,True,CIRKOVIC Vedran,Male,Assistant Coach,C,AUS,Australia,Water Polo,36
830,True,CHERNETSKA Nataliya,Female,Coach,C,GRE,Greece,Artistic Swimming,50
831,True,KAMMENOU Alexia Anna,Female,Head Coach,C,GRE,Greece,Water Polo,55
832,True,LEMPESIS Xenofon,Male,Assistant Coach,C,GRE,Greece,Water Polo,51
833,True,PYRPYRIS Anastasios,Male,Assistant Coach,C,GRE,Greece,Water Polo,41
834,True,SCHIZAS Anastasios,Male,Assistant Coach,C,GRE,Greece,Water Polo,47
835,True,VLACHOS Theodoros,Male,Head Coach,C,GRE,Greece,Water Polo,55
836,True,KANTZOURIS Ilias,Male,Assistant Coach,C,GRE,Greece,Basketball,50
837,True,SPANOULIS Vasilis,Male,Coach,C,GRE,Greece,Basketball,41
838,True,RAFTIS Dimitrios,Male,Coach,C,GRE,Greece,Artistic Gymnastics,56
839,True,JENNINGS Stephen,Male,Coach,C,EOR,EOR,Taekwondo,42
840,True,FJELLSTROM Jens,Male,Assistant Coach,C,AUS,Australia,Football,57
841,True,ANDREATTA Mel,Female,Assistant Coach,C,AUS,Australia,Football,45
842,True,GUSTAVSSON Tony,Male,Head Coach,C,AUS,Australia,Football,50
843,True,van ECK Richard,Male,Assistant Coach,C,NED,Netherlands,Water Polo,41
844,True,DOUDESIS Eva,Male,Head Coach,C,NED,Netherlands,Water Polo,39
845,True,MOGHANLOU Bijan,Male,Coach,C,EGY,Egypt,Taekwondo,54
846,True,SICOT David Patrick,Male,Coach,C,LBN,Lebanon,Taekwondo,38
847,True,SEKTIOUI Tarik,Male,Head Coach,C,MAR,Morocco,Football,Age unavaible
848,True,HADJI Youssouf,Male,Assistant Coach,C,MAR,Morocco,Football,44
849,True,BADAWI Ghanem,Male,Coach,C,SYR,Syria,Artistic Gymnastics,44
850,True,van der VEEN Jose,Female,Coach,C,NED,Netherlands,Artistic Gymnastics,47
851,True,WEVERS Vincent,Male,Coach,C,NED,Netherlands,Artistic Gymnastics,61
852,True,den UIJL Kevin,Male,Coach,C,NED,Netherlands,Artistic Gymnastics,28
853,True,JACOBS Jeroen,Male,Coach,C,NED,Netherlands,Artistic Gymnastics,52
854,True,KLEUSKENS Marcel,Male,Coach,C,NED,Netherlands,Artistic Gymnastics,42
855,True,KNIBBELER Daniel,Male,Coach,C,NED,Netherlands,Artistic Gymnastics,44
856,True,van MELDERT Dirk Jan,Male,Coach,C,NED,Netherlands,Artistic Gymnastics,58
857,True,CLARIJS Ricardo,Male,Assistant Coach,C,NED,Netherlands,Handball,34
858,True,JOHANSSON Per,Male,Head Coach,C,NED,Netherlands,Handball,53
859,True,GOUTSEVA Anastasia,Female,Coach,C,GRE,Greece,Artistic Swimming,49
860,True,SOKOLOVA Natalia,Female,Coach,C,CYP,Cyprus,Rhythmic Gymnastics,48
861,True,OGEYINGBO Ayodeji,Male,Coach,C,NGR,Nigeria,Basketball,30
862,True,DERAEDT Laurent,Male,Goalkeeper Coach,C,MAR,Morocco,Football,50
863,True,LESZNER Joe,Male,Coach,C,CAN,Canada,Archery,Age unavaible
864,True,TICHELMAN Thomas,Male,Assistant Coach,C,NED,Netherlands,Hockey,64
865,True,van ASS Paul,Male,Head Coach,C,NED,Netherlands,Hockey,63
866,True,DELMEE Jeroen,Male,Head Coach,C,NED,Netherlands,Hockey,51
867,True,VERBOOM Eric,Male,Assistant Coach,C,NED,Netherlands,Hockey,54
868,True,ALIYEVA Kamilla,Female,Coach,C,AZE,Azerbaijan,Rhythmic Gymnastics,18
869,True,VILYAYEVA Yevgeniya,Female,Coach,C,AZE,Azerbaijan,Rhythmic Gymnastics,30
870,True,VASILEVA Siyana,Female,Coach,C,AZE,Azerbaijan,Rhythmic Gymnastics,28
871,True,GULIYEV Kamil,Male,Coach,C,AZE,Azerbaijan,Rhythmic Gymnastics,30
872,True,KARIMLI Akif,Male,Coach,C,AZE,Azerbaijan,Rhythmic Gymnastics,29
873,True,JAUMA CAYUELA Esther,Female,Coach,C,NED,Netherlands,Artistic Swimming,54
874,True,GIE Cheslyn,Male,Head Coach,C,RSA,South Africa,Hockey,48
875,True,NTULI Siphesihle,Male,Assistant Coach,C,RSA,South Africa,Hockey,35
876,True,GOMEZ Ibai,Male,Head Coach,C,DOM,Dominican Republic,Football,34
877,True,RAMOS SANCHEZ Antonio,Male,Coach,C,CIV,Côte d'Ivoire,Taekwondo,47
878,True,AMOREBIETA Fernando,Male,Assistant Coach,C,DOM,Dominican Republic,Football,39
879,True,BRITEZ Cristhian,Male,Goalkeeper Coach,C,DOM,Dominican Republic,Football,39
880,True,BALAN Adrian,Male,Coach,C,CAN,Canada,Artistic Gymnastics,53
881,True,COWAN Lisa,Female,Coach,C,CAN,Canada,Artistic Gymnastics,54
882,True,KIKUCHI David,Male,Coach,C,CAN,Canada,Artistic Gymnastics,44
883,True,van HOOF Ed,Male,Coach,C,CAN,Canada,Artistic Gymnastics,67
884,True,FALSETTA Ross,Male,Coach,C,GBR,Great Britain,Artistic Gymnastics,38
885,True,DENG Ajou,Male,Assistant Coach,C,SSD,South Sudan,Basketball,45
886,True,WIGNALL Rachel,Female,Coach,C,GBR,Great Britain,Artistic Gymnastics,34
887,True,MEIJER Eric,Male,Assistant Coach,C,NED,Netherlands,Volleyball,34
888,True,KOSLOWSKI Felix,Male,Head Coach,C,NED,Netherlands,Volleyball,40
889,True,FERRER CUTINO Gil,Male,Assistant Coach,C,NED,Netherlands,Volleyball,52
890,True,IVEY Royal,Male,Coach,C,SSD,South Sudan,Basketball,42
891,True,KOUDI Mandela,Male,Coach,C,SSD,South Sudan,Basketball,32
892,True,CHIEJINE Ann,Female,Assistant Coach,C,NGR,Nigeria,Football,50
893,True,KULESZA Kasia,Female,Coach,C,CAN,Canada,Artistic Swimming,47
894,True,MORGAN Kerri,Female,Coach,C,CAN,Canada,Artistic Swimming,53
895,True,VOLOSHYNA Anna,Female,Coach,C,CAN,Canada,Artistic Swimming,32
896,True,YAKHNO Yelyzaveta,Female,Coach,C,CAN,Canada,Artistic Swimming,26
897,True,SAWADOGO Rasmane,Male,Coach,C,BUR,Burkina Faso,Taekwondo,59
898,True,BAUR Steve,Male,Assistant Coach,C,CAN,Canada,Basketball,45
899,True,BJORKGREN Nate,Male,Assistant Coach,C,CAN,Canada,Basketball,49
900,True,CLARKE Carly,Female,Coach,C,CAN,Canada,Basketball,41
901,True,FERNANDEZ Jordi,Male,Coach,C,CAN,Canada,Basketball,41
902,True,LAPENA Victor,Male,Coach,C,CAN,Canada,Basketball,49
903,True,MITCHELL Nathaniel,Male,Assistant Coach,C,CAN,Canada,Basketball,38
904,True,N'DONG Boniface,Male,Coach,C,CAN,Canada,Basketball,46
905,True,PAGE Murriel,Female,Coach,C,CAN,Canada,Basketball,48
906,True,QUINN Noelle,Female,Assistant Coach,C,CAN,Canada,Basketball,39
907,True,DENG Luol,Male,Assistant Coach,C,SSD,South Sudan,Basketball,39
908,True,CASTANEDA Allen Aldrin,Male,Coach,C,PHI,Philippines,Artistic Gymnastics,52
909,True,HRYBANOV Andrii,Male,Coach,C,ISR,Israel,Artistic Gymnastics,53
910,True,GRIFFETH Garrett Stephen,Male,Coach,C,PHI,Philippines,Artistic Gymnastics,37
911,True,ABAD EXPOSITO Iker Miquel,Male,Coach,C,IRL,Ireland,Taekwondo,20
912,True,WALDRUM Randy,Male,Head Coach,C,NGR,Nigeria,Football,67
913,True,DIAWARA Kaba,Male,Head Coach,C,GUI,Guinea,Football,48
914,True,CAPELLI Claudio,Male,Coach,C,SUI,Switzerland,Artistic Gymnastics,37
915,True,GUELZEC Laurent,Male,Coach,C,SUI,Switzerland,Artistic Gymnastics,53
916,True,KISTLER Frank,Male,Coach,C,SUI,Switzerland,Artistic Gymnastics,39
917,True,MUNOZ BENITEZ Fernando,Male,Head Coach,C,EGY,Egypt,Volleyball,53
918,True,KIM Myong Hwa,Female,Coach,C,PRK,DPR Korea,Artistic Gymnastics,53
919,True,TRAJKOVIC Ivan Konrad,Male,Coach,C,SLO,Slovenia,Taekwondo,32
920,True,PAVLIC Aljaz,Male,Assistant Coach,C,SLO,Slovenia,Handball,45
921,True,MIJATOVIC Branka,Female,Assistant Coach,C,SLO,Slovenia,Handball,51
922,True,ADZIC Dragan,Male,Head Coach,C,SLO,Slovenia,Handball,54
923,True,DROZHANOVA Elena,Female,Coach,C,SLO,Slovenia,Rhythmic Gymnastics,48
924,True,CRETU Gheorghe,Male,Head Coach,C,SLO,Slovenia,Volleyball,55
925,True,DIVKOVIC Goran,Male,Coach,C,SLO,Slovenia,Taekwondo,51
926,True,ZVIZEJ Luka,Male,Assistant Coach,C,SLO,Slovenia,Handball,43
927,True,de CECCO Matteo,Male,Assistant Coach,C,SLO,Slovenia,Volleyball,55
928,True,RETELJ Natasa,Female,Coach,C,SLO,Slovenia,Artistic Gymnastics,46
929,True,ZORMAN Uros,Male,Head Coach,C,SLO,Slovenia,Handball,44
930,True,KEDACIC Zoran,Male,Assistant Coach,C,SLO,Slovenia,Volleyball,40
931,True,MUGANGUZI Wani,Male,Assistant Coach,C,NGR,Nigeria,Basketball,34
932,True,FITZGERALD David,Male,Coach,C,IRL,Ireland,Hockey,37
933,True,BAM Jenna,Female,Head Coach,C,RSA,South Africa,Rugby Sevens,27
934,True,FALAHATGAR ETMINANI Davoud,Male,Coach,C,BUL,Bulgaria,Taekwondo,44
935,True,PETROVIC Aleksandar,Male,Coach,C,BRA,Brazil,Basketball,65
936,True,GORIATCHKINE Ivan,Male,Coach,C,PHI,Philippines,Artistic Gymnastics,29
937,True,BASILE Leonardo,Male,Coach,C,EOR,EOR,Taekwondo,41
938,True,VICTOR John,Male,Coach,C,NGR,Nigeria,Taekwondo,47
939,True,DONNELLY Peter,Male,Assistant Coach,C,IRL,Ireland,Rugby Sevens,41
940,True,CARSON Luke,Male,Coach,C,IRL,Ireland,Artistic Gymnastics,34
941,True,GORBACHEV Stepan,Male,Coach,C,UKR,Ukraine,Artistic Gymnastics,40
942,True,MARAJAN Sabit,Male,Coach,C,SSD,South Sudan,Taekwondo,66
943,True,DIAWARA Fousseni,Male,Assistant Coach,C,GUI,Guinea,Football,43
944,True,CAUKAUNIVALU Setefano,Male,Assistant Coach,C,FIJ,Fiji,Rugby Sevens,45
945,True,GRANDES Pablo,Male,Assistant Coach,C,IRQ,Iraq,Football,37
946,True,FONG Lerissa,Female,Head Coach,C,SAM,Samoa,Rugby Sevens,42
947,True,POMARE Sapani,Male,Head Coach,C,SAM,Samoa,Rugby Sevens,54
948,True,FAALUPEGA Avii,Female,Head Coach,C,SAM,Samoa,Rugby Sevens,38
949,True,DAVID EP CHIRILCENCO Georgeta,Female,Coach,C,ALG,Algeria,Artistic Gymnastics,50
950,True,ELZEFTAWEY Tarek,Male,Assistant Coach,C,EGY,Egypt,Volleyball,49
951,True,GAARENSTROOM Jordan Jon,Male,Coach,C,SYR,Syria,Artistic Gymnastics,32
952,True,PROST KOSIR Primoz,Male,Assistant Coach,C,SLO,Slovenia,Handball,41
953,True,TRAORE Alioune,Male,Coach,C,MLI,Mali,Taekwondo,62
954,True,COCCIA Kristina,Female,Coach,C,HAI,Haiti,Artistic Gymnastics,35
955,True,KAMKASOUMPHOU Ekvara,Male,Coach,C,MLI,Mali,Taekwondo,49
956,True,KHAJAVI Naeima,Male,Coach,C,EGY,Egypt,Taekwondo,58
957,True,LAWSON Franck,Male,Coach,C,BUR,Burkina Faso,Taekwondo,47
958,True,Mc DONALD Janelle Leigh,Female,Coach,C,PHI,Philippines,Artistic Gymnastics,41
959,True,QUESNEL Yannick,Male,Goalkeeper Coach,C,GUI,Guinea,Football,50
960,True,TANSKANEN Juha Petteri,Male,Coach,C,SYR,Syria,Artistic Gymnastics,53
961,True,CHOUBA Jaouad,Female,Coach,C,GBS,Guinea-Bissau,Taekwondo,41
962,True,HERDEIRO Alvaro Francisco,Male,Assistant Coach,C,BRA,Brazil,Handball,55
963,True,MAROJA Gabriel Augusto,Male,Assistant Coach,C,BRA,Brazil,Handball,28
964,True,ALONSO BERNARDO Jessica,Female,Assistant Coach,C,ESP,Spain,Handball,40
965,True,LARSSON Thomas Erik Daniel,Male,Assistant Coach,C,NED,Netherlands,Handball,Age unavaible
966,True,CAROU Gonzalo,Male,Assistant Coach,C,ARG,Argentina,Handball,Age unavaible
967,True,CAZON Guillermo,Male,Assistant Coach,C,ARG,Argentina,Handball,Age unavaible
968,True,CAAMANO Juan,Male,Assistant Coach,C,ESP,Spain,Handball,33
969,True,TORRESCUSA Ignacio,Male,Assistant Coach,C,ESP,Spain,Handball,30
970,True,GJERDE Joar,Male,Assistant Coach,C,NOR,Norway,Handball,35
971,True,BONDAR Vladyslav,Male,Coach,C,BUR,Burkina Faso,Taekwondo,26
972,True,CICHELLO Juan Manuel,Male,Assistant Coach,C,ITA,Italy,Volleyball,Age unavaible
973,True,VASSILIADES Emmanuel,Male,Assistant Coach,C,GRE,Greece,Water Polo,44
